label,text,_orig_split,split,aug_type
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",train,train,clean
0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",train,train,clean
0,Home so we can always chat,train,train,clean
0,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),train,train,clean
0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",train,train,clean
0,"I am in tirupur da, once you started from office call me.",train,train,clean
0,Okie,train,train,clean
0,Oooh bed ridden ey? What are YOU thinking of?,train,train,clean
0,Ok... Take ur time n enjoy ur dinner...,train,train,clean
0,If You mean the website. Yes.,train,train,clean
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,train,train,clean
0,Dunno y u ask me.,train,train,clean
0,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",train,train,clean
0,Got smaller capacity one? Quite ex...,train,train,clean
0,U guys never invite me anywhere :(,train,train,clean
1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,train,train,clean
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,train,train,clean
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,train,train,clean
0,Tmrw. Im finishing 9 doors,train,train,clean
0,Just now saw your message.it k da:),train,train,clean
0,Going to take your babe out ?,train,train,clean
0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,train,train,clean
0,Your pussy is perfect!,train,train,clean
0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),train,train,clean
0,Just got to  &lt;#&gt;,train,train,clean
0,I.ll post her out l8r. In class,train,train,clean
0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,train,train,clean
0,Thats cool! I am a gentleman and will treat you with dignity and respect.,train,train,clean
0,India have to take lead:),train,train,clean
0,"Sorry battery died, yeah I'm here",train,train,clean
0,Once free call me sir. I am waiting for you.,train,train,clean
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,train,train,clean
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",train,train,clean
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,train,train,clean
0,Can you please send me my aunty's number,train,train,clean
0,How come u got nothing to do?,train,train,clean
1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",train,train,clean
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,train,train,clean
0,"Just wondering, the others just took off",train,train,clean
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,train,train,clean
0,I will vote for wherever my heart guides me,train,train,clean
0,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""",train,train,clean
1,You have 1 new voicemail. Please call 08719181503,train,train,clean
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",train,train,clean
0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",train,train,clean
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,train,train,clean
0,And maybe some pressies,train,train,clean
0,Teach me apps da. When you come to college.,train,train,clean
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,train,train,clean
0,"Goodmorning,my grandfather expired..so am on leave today.",train,train,clean
0,"Aight, you close by or still down around alex's place?",train,train,clean
0,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,train,train,clean
0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",train,train,clean
0,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",train,train,clean
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",train,train,clean
0,I'm wif him now buying tix lar...,train,train,clean
0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,train,train,clean
0,Argh why the fuck is nobody in town ;_;,train,train,clean
0,Ha ha cool cool chikku chikku:-):-DB-),train,train,clean
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",train,train,clean
0,"Haven't seen my facebook, huh? Lol!",train,train,clean
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,train,train,clean
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,train,train,clean
0,"Doing nothing, then u not having dinner w us?",train,train,clean
0,So i asked how's anthony. Dad. And your bf,train,train,clean
0,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",train,train,clean
0,It has issues right now. Ill fix for her by tomorrow.,train,train,clean
0,Carlos says we can pick up from him later so yeah we're set,train,train,clean
0,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",train,train,clean
0,Thank you princess! I want to see your nice juicy booty...,train,train,clean
0,I wonder if you'll get this text?,train,train,clean
0,I dont. Can you send it to me. Plus how's mode.,train,train,clean
0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,train,train,clean
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,train,train,clean
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,train,train,clean
0,Where is that one day training:-),train,train,clean
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,train,train,clean
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,train,train,clean
0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,train,train,clean
0,Will be office around 4 pm. Now i am going hospital.,train,train,clean
0,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,train,train,clean
0,Going for dinner.msg you after.,train,train,clean
0,Hmmm.still we dont have opener?,train,train,clean
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,train,train,clean
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,train,train,clean
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,train,train,clean
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,train,train,clean
0,I am late. I will be there at,train,train,clean
0,My drive can only be read. I need to write,train,train,clean
0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,train,train,clean
0,Eh u send wrongly lar...,train,train,clean
0,I was gonna ask you lol but i think its at 7,train,train,clean
0,Hey are we going for the lo lesson or gym? ,train,train,clean
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,train,train,clean
0,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,train,train,clean
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,train,train,clean
0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,train,train,clean
0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,train,train,clean
1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,train,train,clean
0,Not course. Only maths one day one chapter with in one month we can finish.,train,train,clean
0,Ok... Then r we meeting later?,train,train,clean
0,"K, I'll work something out",train,train,clean
1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",train,train,clean
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,train,train,clean
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",train,train,clean
0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",train,train,clean
0,Long beach lor. Expected... U having dinner now?,train,train,clean
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",train,train,clean
0,No shoot me. I'm in the docs waiting room. :/,train,train,clean
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",train,train,clean
0,:) ,train,train,clean
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,train,train,clean
0,Oh :-)only 4 outside players allowed to play know,train,train,clean
0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,train,train,clean
1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,train,train,clean
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,train,train,clean
0,I thank you so much for all you do with selflessness. I love you plenty.,train,train,clean
0,Then get some cash together and I'll text jason,train,train,clean
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",train,train,clean
1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,train,train,clean
0,You'll never believe this but i have actually got off at taunton. Wow,train,train,clean
0,Too late. I said i have the website. I didn't i have or dont have the slippers,train,train,clean
0,In sch but neva mind u eat 1st lor..,train,train,clean
0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,train,train,clean
0,Watching tv lor...,train,train,clean
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,train,train,clean
0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),train,train,clean
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,train,train,clean
0,Wherre's my boytoy ? :-(,train,train,clean
0,I'm reaching home in 5 min.,train,train,clean
1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,train,train,clean
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,train,train,clean
0,Oh sorry please its over,train,train,clean
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,train,train,clean
0,Happy new years melody!,train,train,clean
0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,train,train,clean
0,… and don‘t worry we‘ll have finished by march … ish!,train,train,clean
0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,train,train,clean
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,train,train,clean
0,Can... I'm free...,train,train,clean
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,train,train,clean
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",train,train,clean
0,Ya it came a while ago,train,train,clean
0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,train,train,clean
0,"Nope, I'm still in the market",train,train,clean
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",train,train,clean
1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,train,train,clean
0,Yeah whatever lol,train,train,clean
0,I had askd u a question some hours before. Its answer,train,train,clean
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,train,train,clean
0,Lol where do u come up with these ideas?,train,train,clean
0,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,train,train,clean
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",train,train,clean
0,Aight should I just plan to come up later tonight?,train,train,clean
0,Talk to g and x about that,train,train,clean
0,Tell rob to mack his gf in the theater,train,train,clean
0,How are you. Its been ages. How's abj,train,train,clean
0, &lt;#&gt;  mins but i had to stop somewhere first.,train,train,clean
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,train,train,clean
0,Auntie huai juan never pick up her phone,train,train,clean
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,train,train,clean
0,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,train,train,clean
0,Hi where you. You in home or calicut?,train,train,clean
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",train,train,clean
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,train,train,clean
0,Our Prashanthettan's mother passed away last night. pray for her and family.,train,train,clean
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,train,train,clean
0,Good night. Am going to sleep.,train,train,clean
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",train,train,clean
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",train,train,clean
0,You made my day. Do have a great day too.,train,train,clean
0,Dunno dat's wat he told me. Ok lor...,train,train,clean
0,"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night....",train,train,clean
0,Now project pa. After that only i can come.,train,train,clean
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",train,train,clean
0,I don't think he has spatula hands!,train,train,clean
0,"I'm home, my love ... If your still awake ... *loving kiss*",train,train,clean
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",train,train,clean
0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,train,train,clean
0,"We're all getting worried over here, derek and taylor have already assumed the worst",train,train,clean
1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,train,train,clean
0,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,train,train,clean
0,K do I need a login or anything,train,train,clean
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,train,train,clean
0,Nt yet chikku..simple habba..hw abt u?,train,train,clean
0,I've reached home n i bathe liao... U can call me now...,train,train,clean
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",train,train,clean
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,train,train,clean
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",train,train,clean
0,Fine. Do you remember me.,train,train,clean
0,Have a nice day my dear.,train,train,clean
0,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",train,train,clean
0,Yes da. Any plm at ur office,train,train,clean
0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,train,train,clean
0,Will purchase d stuff today and mail to you. Do you have a po box number?,train,train,clean
0,"Its good, we'll find a way",train,train,clean
0,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,train,train,clean
0,I wont get concentration dear you know you are my mind and everything :-),train,train,clean
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,train,train,clean
0,No..jst change tat only..,train,train,clean
1,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,train,train,clean
0,Nope watching tv at home... Not going out. V bored...,train,train,clean
0,"I didnt get ur full msg..sometext is missing, send it again",train,train,clean
1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,train,train,clean
0,LOL ... No just was busy,train,train,clean
0,Meet after lunch la...,train,train,clean
1,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,train,train,clean
1,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,train,train,clean
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",train,train,clean
0,Am I the only one who doesn't stalk profiles?,train,train,clean
0,Ok both our days. So what are you making for dinner tonite? Am I invited?,train,train,clean
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,train,train,clean
0,Aiyah then i wait lor. Then u entertain me. Hee...,train,train,clean
0,I am going to sao mu today. Will be done only at 12 ,train,train,clean
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,train,train,clean
0,Wen did you get so spiritual and deep. That's great,train,train,clean
0,K..k..any special today?,train,train,clean
0,Ok... Help me ask if she's working tmr a not?,train,train,clean
1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,train,train,clean
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,train,train,clean
0,Hello! Good week? Fancy a drink or something later?,train,train,clean
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,train,train,clean
0,Does daddy have a bb now.,train,train,clean
0,Otherwise had part time job na-tuition..,train,train,clean
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",train,train,clean
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",train,train,clean
0,Arun can u transfr me d amt,train,train,clean
0,K.i did't see you.:)k:)where are you now?,train,train,clean
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,train,train,clean
0,Unni thank you dear for the recharge..Rakhesh,train,train,clean
0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,train,train,clean
0,No one interested. May be some business plan.,train,train,clean
0,K and you're sure I don't have to have consent forms to do it :V,train,train,clean
0,Dont kick coco when he's down,train,train,clean
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,train,train,clean
0,Si si. I think ill go make those oreo truffles.,train,train,clean
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",train,train,clean
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,train,train,clean
0,R we still meeting 4 dinner tonight?,train,train,clean
0,"And very importantly, all we discuss is between u and i only.",train,train,clean
0,East coast,train,train,clean
0,I anything lor...,train,train,clean
0,So i'm doing a list of buyers.,train,train,clean
0,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",train,train,clean
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,train,train,clean
0,"Yeah, probably earlier than that",train,train,clean
0,Are you going to wipro interview today?,train,train,clean
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,train,train,clean
0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",train,train,clean
0,Hi da:)how is the todays class?,train,train,clean
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",train,train,clean
0,How will I creep on you now? ;_;,train,train,clean
0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,train,train,clean
0,You said to me before i went back to bed that you can't sleep for anything.,train,train,clean
0,Yeah confirmed for you staying at  that weekend,train,train,clean
0,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,train,train,clean
0,U in town alone?,train,train,clean
0,Anything lar then ü not going home 4 dinner?,train,train,clean
1,PRIVATE! Your 2003 Account Statement for 078,train,train,clean
0,We're finally ready fyi,train,train,clean
1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",train,train,clean
1,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,train,train,clean
0,Hey do you want anything to buy:),train,train,clean
1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,train,train,clean
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,train,train,clean
0,Hey what are you doing. Y no reply pa..,train,train,clean
0,Huh so fast... Dat means u havent finished painting?,train,train,clean
0,here is my new address -apples&pairs&all that malarky,train,train,clean
0,I dunno until when... Lets go learn pilates...,train,train,clean
0,Erm. I thought the contract ran out the4th of october.,train,train,clean
0,Why you keeping me away like this,train,train,clean
0,Oh ok i didnt know what you meant. Yep i am baby jontin,train,train,clean
0,If u sending her home first it's ok lor. I'm not ready yet.,train,train,clean
0,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,train,train,clean
0,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,train,train,clean
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",train,train,clean
0,Are you plans with your family set in stone ?,train,train,clean
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",train,train,clean
0,WHAT TIME U WRKIN?,train,train,clean
0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,train,train,clean
0,Actually getting ready to leave the house.,train,train,clean
0,Have you had a good day? Mine was really busy are you up to much tomorrow night?,train,train,clean
0,Ok.ok ok..then..whats ur todays plan,train,train,clean
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",train,train,clean
0,No da. . Vijay going to talk in jaya tv,train,train,clean
0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,train,train,clean
1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,train,train,clean
0,True. Its easier with her here.,train,train,clean
1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,train,train,clean
0,I don't know but I'm raping dudes at poker,train,train,clean
0,Missing you too.pray inshah allah,train,train,clean
0,I dunno they close oredi not... Ü v ma fan...,train,train,clean
0,"Alright, we're all set here, text the man",train,train,clean
0,Ü predict wat time ü'll finish buying?,train,train,clean
0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,train,train,clean
0,No break time one... How... I come out n get my stuff fr ü?,train,train,clean
0,Jus finished avatar nigro,train,train,clean
1,Ringtone Club: Gr8 new polys direct to your mobile every week !,train,train,clean
1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,train,train,clean
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,train,train,clean
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,train,train,clean
1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,train,train,clean
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,train,train,clean
0,"Awesome, lemme know whenever you're around",train,train,clean
0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",train,train,clean
0,Would really appreciate if you call me. Just need someone to talk to.,train,train,clean
0,I didn't get the second half of that message,train,train,clean
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,train,train,clean
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,train,train,clean
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,train,train,clean
0,Watching tv lor. Nice one then i like lor.,train,train,clean
1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,train,train,clean
0,K..k:)how about your training process?,train,train,clean
0,Ok. I asked for money how far,train,train,clean
0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,train,train,clean
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,train,train,clean
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",train,train,clean
